"row ID";"TruePositives";"FalsePositives";"TrueNegatives";"FalseNegatives";"NUM_ELEMENTOS";"TruePositives_porcentaje";"FalseNegatives_porcentaje"
"1";8;1;27;0;8;1;0
"2";19;0;17;0;19;1;0
"3";8;0;27;1;9;0.8888888888888888;0.1111111111111111
