"row ID";"TruePositives";"FalsePositives";"TrueNegatives";"FalseNegatives";"NUM_ELEMENTOS";"TruePositives_porcentaje";"FalseNegatives_porcentaje"
"1";11;0;25;0;11;1;0
"2";17;0;19;0;17;1;0
"3";8;0;28;0;8;1;0
